Z,c,T_K,qdot_Jm3s
0.065677,0.366928,1085.1519,1.3437e+08
0.065677,0.369428,1089.6917,1.3800e+08
0.065677,0.371934,1094.2338,1.4173e+08
0.065677,0.374444,1098.7736,1.4556e+08
0.065677,0.376957,1103.3118,1.4947e+08
0.065677,0.377986,1105.1686,1.5110e+08
0.065677,0.379834,1108.4983,1.5407e+08
0.065677,0.382346,1113.0163,1.5818e+08
0.065677,0.384871,1117.5505,1.6240e+08
0.065677,0.387399,1122.0824,1.6673e+08
0.065677,0.389610,1126.0382,1.7059e+08
0.065677,0.390650,1127.8963,1.7244e+08
0.065677,0.392820,1131.7718,1.7634e+08
0.065677,0.395360,1136.2988,1.8099e+08
0.065677,0.397904,1140.8244,1.8576e+08
0.065677,0.400452,1145.3482,1.9063e+08
0.065677,0.402139,1148.3389,1.9393e+08
0.065677,0.403540,1150.8208,1.9669e+08
0.065677,0.405914,1155.0185,2.0145e+08
0.065677,0.408473,1159.5362,2.0669e+08
0.065677,0.411035,1164.0524,2.1204e+08
0.065677,0.413484,1168.3602,2.1726e+08
0.065677,0.414799,1170.6703,2.2011e+08
0.065677,0.416530,1173.7080,2.2389e+08
0.065677,0.419104,1178.2173,2.2963e+08
0.065677,0.421682,1182.7249,2.3549e+08
0.065677,0.424263,1187.2309,2.4147e+08
0.065677,0.426321,1190.8167,2.4633e+08
0.065677,0.427586,1193.0187,2.4934e+08
0.065677,0.429799,1196.8641,2.5470e+08
0.065677,0.432391,1201.3633,2.6108e+08
0.065677,0.434988,1205.8603,2.6760e+08
0.065677,0.437516,1210.2306,2.7407e+08
0.065677,0.439161,1213.0689,2.7834e+08
0.065677,0.440556,1215.4735,2.8201e+08
0.065677,0.443164,1219.9632,2.8895e+08
0.065677,0.445775,1224.4506,2.9603e+08
0.065677,0.448390,1228.9354,3.0324e+08
0.065677,0.450747,1232.9710,3.0986e+08
0.065677,0.451756,1234.6961,3.1272e+08
0.065677,0.453997,1238.5236,3.1915e+08
0.065677,0.456623,1243.0000,3.2681e+08
0.065677,0.459252,1247.4716,3.3461e+08
0.065677,0.461880,1251.9350,3.4255e+08
0.065677,0.463516,1254.7094,3.4754e+08
0.065677,0.464873,1257.0052,3.5174e+08
0.065677,0.467495,1261.4396,3.5994e+08
0.065677,0.470113,1265.8583,3.6826e+08
0.065677,0.472726,1270.2603,3.7670e+08
0.065677,0.475334,1274.6448,3.8525e+08
0.065677,0.475816,1275.4547,3.8684e+08
0.065677,0.478297,1279.6163,3.9513e+08
0.065677,0.480891,1283.9579,4.0392e+08
0.065677,0.483477,1288.2791,4.1282e+08
0.065677,0.486056,1292.5802,4.2182e+08
0.065677,0.487696,1295.3113,4.2761e+08
0.065677,0.488986,1297.4563,4.3221e+08
0.065677,0.491549,1301.7136,4.4144e+08
0.065677,0.494105,1305.9512,4.5077e+08
0.065677,0.496655,1310.1694,4.6020e+08
0.065677,0.499198,1314.3683,4.6973e+08
0.065677,0.499978,1315.6552,4.7267e+08
0.065677,0.502087,1319.1296,4.8071e+08
0.065677,0.504615,1323.2868,4.9045e+08
0.065677,0.507136,1327.4252,5.0029e+08
0.065677,0.509651,1331.5450,5.1023e+08
0.065677,0.511723,1334.9335,5.1851e+08
0.065677,0.512734,1336.5860,5.2257e+08
0.065677,0.515009,1340.2981,5.3181e+08
0.065677,0.517503,1344.3597,5.4204e+08
0.065677,0.519991,1348.4033,5.5236e+08
0.065677,0.522473,1352.4293,5.6278e+08
0.065677,0.524103,1355.0692,5.6968e+08
0.065677,0.525443,1357.2381,5.7539e+08
0.065677,0.527761,1360.9844,5.8535e+08
0.065677,0.530223,1364.9548,5.9604e+08
0.065677,0.532679,1368.9081,6.0681e+08
0.065677,0.535129,1372.8444,6.1766e+08
0.065677,0.536459,1374.9783,6.2360e+08
0.065677,0.537984,1377.4221,6.3044e+08
0.065677,0.540352,1381.2104,6.4115e+08
0.065677,0.542783,1385.0939,6.5226e+08
0.065677,0.545209,1388.9609,6.6344e+08
0.065677,0.547627,1392.8083,6.7468e+08
0.065677,0.548783,1394.6473,6.8008e+08
0.065677,0.550379,1397.1802,6.8760e+08
0.065677,0.552788,1400.9971,6.9901e+08
0.065677,0.555190,1404.7977,7.1049e+08
0.065677,0.557587,1408.5823,7.2204e+08
0.065677,0.559894,1412.2185,7.3323e+08
0.065677,0.561093,1414.1063,7.3909e+08
0.065677,0.562697,1416.6277,7.4696e+08
0.065677,0.565077,1420.3646,7.5870e+08
0.065677,0.567452,1424.0861,7.7051e+08
0.065677,0.569821,1427.7922,7.8238e+08
0.065677,0.572085,1431.3274,7.9379e+08
0.065677,0.573313,1433.2406,8.0002e+08
0.065677,0.574873,1435.6715,8.0795e+08
0.065677,0.577227,1439.3321,8.1999e+08
0.065677,0.579575,1442.9774,8.3209e+08
0.065677,0.581918,1446.6078,8.4423e+08
0.065677,0.584193,1450.1256,8.5609e+08
0.065677,0.585458,1452.0803,8.6271e+08
0.065677,0.586915,1454.3281,8.7037e+08
0.065677,0.589243,1457.9149,8.8265e+08
0.065677,0.591567,1461.4880,8.9498e+08
0.065677,0.593885,1465.0469,9.0735e+08
0.065677,0.596199,1468.5924,9.1975e+08
0.065677,0.597544,1470.6506,9.2699e+08
0.065677,0.598841,1472.6334,9.3399e+08
0.065677,0.601134,1476.1331,9.4640e+08
0.065677,0.603434,1479.6374,9.5891e+08
0.065677,0.605728,1483.1276,9.7145e+08
0.065677,0.608019,1486.6045,9.8402e+08
0.065677,0.609560,1488.9408,9.9251e+08
0.065677,0.610760,1490.7581,9.9912e+08
0.065677,0.612904,1494.0011,1.0110e+09
0.065677,0.615181,1497.4387,1.0236e+09
0.065677,0.617454,1500.8635,1.0363e+09
0.065677,0.619722,1504.2759,1.0490e+09
0.065677,0.621491,1506.9350,1.0589e+09
0.065677,0.622628,1508.6398,1.0653e+09
0.065677,0.624560,1511.5358,1.0761e+09
0.065677,0.626816,1514.9107,1.0888e+09
0.065677,0.629067,1518.2725,1.1016e+09
0.065677,0.631314,1521.6224,1.1143e+09
0.065677,0.633332,1524.6262,1.1257e+09
0.065677,0.634460,1526.3038,1.1322e+09
0.065677,0.636108,1528.7506,1.1415e+09
0.065677,0.638343,1532.0647,1.1543e+09
0.065677,0.640574,1535.3673,1.1670e+09
0.065677,0.642801,1538.6583,1.1797e+09
0.065677,0.645024,1541.9385,1.1924e+09
0.065677,0.646280,1543.7866,1.1996e+09
0.065677,0.647593,1545.7208,1.2071e+09
0.065677,0.649769,1548.9178,1.2196e+09
0.065677,0.651981,1552.1628,1.2323e+09
0.065677,0.654189,1555.3968,1.2449e+09
0.065677,0.656393,1558.6203,1.2576e+09
0.065677,0.658092,1561.1012,1.2673e+09
0.065677,0.659197,1562.7119,1.2736e+09
0.065677,0.661098,1565.4819,1.2845e+09
0.065677,0.663292,1568.6731,1.2971e+09
0.065677,0.665482,1571.8530,1.3096e+09
0.065677,0.667668,1575.0225,1.3221e+09
0.065677,0.669812,1578.1246,1.3343e+09
0.065677,0.670785,1579.5313,1.3399e+09
0.065677,0.672336,1581.7705,1.3487e+09
0.065677,0.674512,1584.9092,1.3611e+09
0.065677,0.676686,1588.0378,1.3734e+09
0.065677,0.678856,1591.1569,1.3857e+09
0.065677,0.681023,1594.2664,1.3979e+09
0.065677,0.682587,1596.5077,1.4067e+09
0.065677,0.683682,1598.0751,1.4129e+09
0.065677,0.685648,1600.8862,1.4239e+09
0.065677,0.687806,1603.9654,1.4360e+09
0.065677,0.689960,1607.0353,1.4480e+09
0.065677,0.692111,1610.0964,1.4600e+09
0.065677,0.694260,1613.1485,1.4719e+09
0.065677,0.695095,1614.3327,1.4765e+09
0.065677,0.696714,1616.6282,1.4854e+09
0.065677,0.698847,1619.6483,1.4971e+09
0.065677,0.700987,1622.6720,1.5087e+09
0.065677,0.703124,1625.6868,1.5203e+09
0.065677,0.705258,1628.6931,1.5318e+09
0.065677,0.706974,1631.1068,1.5410e+09
0.065677,0.707825,1632.3038,1.5456e+09
0.065677,0.709815,1635.0970,1.5561e+09
0.065677,0.711941,1638.0770,1.5674e+09
0.065677,0.714065,1641.0488,1.5785e+09
0.065677,0.716186,1644.0127,1.5896e+09
0.065677,0.718304,1646.9680,1.6005e+09
0.065677,0.719421,1648.5235,1.6062e+09
0.065677,0.720715,1650.3259,1.6129e+09
0.065677,0.722829,1653.2640,1.6236e+09
0.065677,0.724940,1656.1943,1.6342e+09
0.065677,0.727049,1659.1172,1.6447e+09
0.065677,0.729156,1662.0326,1.6551e+09
0.065677,0.731261,1664.9405,1.6654e+09
0.065677,0.731707,1665.5563,1.6675e+09
0.065677,0.733656,1668.2446,1.6769e+09
0.065677,0.735756,1671.1367,1.6869e+09
0.065677,0.737854,1674.0217,1.6968e+09
0.065677,0.739950,1676.8990,1.7066e+09
0.065677,0.742045,1679.7694,1.7162e+09
0.065677,0.743854,1682.2457,1.7243e+09
0.065677,0.744429,1683.0317,1.7269e+09
0.065677,0.746519,1685.8873,1.7362e+09
0.065677,0.748608,1688.7363,1.7453e+09
0.065677,0.750695,1691.5788,1.7543e+09
0.065677,0.752780,1694.4148,1.7632e+09
0.065677,0.754864,1697.2445,1.7718e+09
0.065677,0.756166,1699.0091,1.7771e+09
0.065677,0.757237,1700.4607,1.7815e+09
0.065677,0.759318,1703.2770,1.7898e+09
0.065677,0.761397,1706.0873,1.7979e+09
0.065677,0.763476,1708.8916,1.8059e+09
0.065677,0.765553,1711.6899,1.8136e+09
0.065677,0.767556,1714.3839,1.8209e+09
0.065677,0.768526,1715.6881,1.8244e+09
0.065677,0.769993,1717.6575,1.8295e+09
0.065677,0.772067,1720.4383,1.8367e+09
0.065677,0.774140,1723.2137,1.8436e+09
0.065677,0.776213,1725.9841,1.8503e+09
0.065677,0.778284,1728.7493,1.8568e+09
0.065677,0.780089,1731.1550,1.8623e+09
0.065677,0.780961,1732.3157,1.8649e+09
0.065677,0.782713,1734.6463,1.8700e+09
0.065677,0.784780,1737.3931,1.8757e+09
0.065677,0.786846,1740.1336,1.8812e+09
0.065677,0.788910,1742.8663,1.8864e+09
0.065677,0.790973,1745.5937,1.8915e+09
0.065677,0.792514,1747.6306,1.8951e+09
0.065677,0.793447,1748.8601,1.8971e+09
0.065677,0.795378,1751.4065,1.9013e+09
0.065677,0.797435,1754.1127,1.9055e+09
0.065677,0.799489,1756.8136,1.9094e+09
0.065677,0.801542,1759.5069,1.9130e+09
0.065677,0.803593,1762.1948,1.9163e+09
0.065677,0.804839,1763.8260,1.9182e+09
0.065677,0.805955,1765.2845,1.9197e+09
0.065677,0.807975,1767.9245,1.9224e+09
0.065677,0.810021,1770.5918,1.9247e+09
0.065677,0.812066,1773.2554,1.9268e+09
0.065677,0.814109,1775.9107,1.9284e+09
0.065677,0.816130,1778.5357,1.9299e+09
0.065677,0.817102,1779.7959,1.9303e+09
0.065677,0.818476,1781.5753,1.9309e+09
0.065677,0.820515,1784.2157,1.9316e+09
0.065677,0.822553,1786.8482,1.9318e+09
0.065677,0.824590,1789.4775,1.9318e+09
0.065677,0.826627,1792.1004,1.9312e+09
0.065677,0.828589,1794.6245,1.9304e+09
0.065677,0.829363,1795.6181,1.9300e+09
0.065677,0.830982,1797.6978,1.9290e+09
0.065677,0.833017,1800.3057,1.9272e+09
0.065677,0.835052,1802.9115,1.9252e+09
0.065677,0.837086,1805.5104,1.9225e+09
0.065677,0.839121,1808.1079,1.9197e+09
0.065677,0.841020,1810.5265,1.9164e+09
0.065677,0.841630,1811.3039,1.9154e+09
0.065677,0.843476,1813.6499,1.9118e+09
0.065677,0.845512,1816.2366,1.9075e+09
0.065677,0.847550,1818.8184,1.9025e+09
0.065677,0.849588,1821.3994,1.8973e+09
0.065677,0.851629,1823.9769,1.8914e+09
0.065677,0.853436,1826.2574,1.8859e+09
0.065677,0.853955,1826.9116,1.8842e+09
0.065677,0.856000,1829.4870,1.8774e+09
0.065677,0.858047,1832.0593,1.8698e+09
0.065677,0.860097,1834.6315,1.8618e+09
0.065677,0.862150,1837.2043,1.8534e+09
0.065677,0.864206,1839.7750,1.8441e+09
0.065677,0.865832,1841.8060,1.8366e+09
0.065677,0.866554,1842.7060,1.8330e+09
0.065677,0.868620,1845.2804,1.8227e+09
0.065677,0.870690,1847.8548,1.8116e+09
0.065677,0.872766,1850.4310,1.7998e+09
0.065677,0.874847,1853.0103,1.7875e+09
0.065677,0.876934,1855.5921,1.7745e+09
0.065677,0.878139,1857.0797,1.7666e+09
0.065677,0.879321,1858.5380,1.7587e+09
0.065677,0.881424,1861.1273,1.7441e+09
0.065677,0.883533,1863.7211,1.7288e+09
0.065677,0.885651,1866.3196,1.7127e+09
0.065677,0.887776,1868.9218,1.6957e+09
0.065677,0.889790,1871.3818,1.6789e+09
0.065677,0.890583,1872.3498,1.6723e+09
0.065677,0.892355,1874.5086,1.6566e+09
0.065677,0.894509,1877.1285,1.6370e+09
0.065677,0.896673,1879.7540,1.6165e+09
0.065677,0.898846,1882.3849,1.5950e+09
0.065677,0.901006,1884.9950,1.5728e+09
0.065677,0.902519,1886.8189,1.5568e+09
0.065677,0.903529,1888.0340,1.5458e+09
0.065677,0.905734,1890.6830,1.5212e+09
0.065677,0.907948,1893.3372,1.4956e+09
0.065677,0.910172,1895.9963,1.4689e+09
0.065677,0.912407,1898.6607,1.4411e+09
0.065677,0.914344,1900.9639,1.4162e+09
0.065677,0.915199,1901.9791,1.4049e+09
0.065677,0.917226,1904.3805,1.3777e+09
0.065677,0.919495,1907.0622,1.3463e+09
0.065677,0.921775,1909.7477,1.3137e+09
0.065677,0.924064,1912.4348,1.2798e+09
0.065677,0.926162,1914.8916,1.2477e+09
0.065677,0.927219,1916.1255,1.2313e+09
0.065677,0.928986,1918.1857,1.2033e+09
0.065677,0.931297,1920.8710,1.1656e+09
0.065677,0.933615,1923.5548,1.1267e+09
0.065677,0.935939,1926.2352,1.0865e+09
0.065677,0.938133,1928.7572,1.0477e+09
0.065677,0.939318,1930.1154,1.0263e+09
0.065677,0.940932,1931.9601,9.9667e+08
0.065677,0.943274,1934.6293,9.5276e+08
0.065677,0.945623,1937.2941,9.0768e+08
0.065677,0.947977,1939.9542,8.6147e+08
0.065677,0.950234,1942.4930,8.1627e+08
0.065677,0.951473,1943.8827,7.9109e+08
0.065677,0.953033,1945.6284,7.5904e+08
0.065677,0.955406,1948.2729,7.0960e+08
0.065677,0.957784,1950.9122,6.5934e+08
0.065677,0.960167,1953.5464,6.0834e+08
0.065677,0.962471,1956.0837,5.5859e+08
0.065677,0.963669,1957.3992,5.3262e+08
0.065677,0.965290,1959.1774,4.9739e+08
0.065677,0.967693,1961.8091,4.4517e+08
0.065677,0.970104,1964.4469,3.9307e+08
0.065677,0.972521,1967.0963,3.4146e+08
0.065677,0.974871,1969.6848,2.9229e+08
0.065677,0.975895,1970.8196,2.7128e+08
0.065677,0.977715,1972.8534,2.3478e+08
0.065677,0.980153,1975.6304,1.8799e+08
0.065677,0.982596,1978.5144,1.4428e+08
0.065677,0.985043,1981.5883,1.0467e+08
0.065677,0.987443,1984.9515,7.1030e+07
0.065677,0.988135,1986.0341,6.2502e+07
0.065677,0.990285,1989.9539,3.9687e+07
0.065677,0.992732,1996.8300,2.1332e+07
0.065677,0.995169,2011.6570,9.9841e+06
0.065677,0.997594,2033.7664,3.0668e+06
0.065677,1.000000,2054.6839,6.7369e+03
0.066900,0.000000,300.0000,9.7705e+02
0.066900,0.002877,305.8057,1.5368e+02
0.066900,0.005624,313.0453,8.5553e+02
0.066900,0.008325,320.2157,2.1713e+03
0.066900,0.010993,327.2685,4.0766e+03
0.066900,0.012120,330.2283,5.1221e+03
0.066900,0.014014,335.1910,7.0956e+03
0.066900,0.016618,341.9749,1.0369e+04
0.066900,0.019213,348.6952,1.4314e+04
0.066900,0.021792,355.3385,1.8824e+04
0.066900,0.023858,360.6302,2.3076e+04
0.066900,0.025017,363.5866,2.5659e+04
0.066900,0.027259,369.2860,3.1198e+04
0.066900,0.029793,375.6935,3.8268e+04
0.066900,0.032315,382.0380,4.6201e+04
0.066900,0.034826,388.3246,5.5054e+04
0.066900,0.036369,392.1756,6.0919e+04
0.066900,0.037805,395.7452,6.6926e+04
0.066900,0.040164,401.5956,7.7353e+04
0.066900,0.042644,407.7201,8.9439e+04
0.066900,0.045115,413.7911,1.0303e+05
0.066900,0.047553,419.7632,1.1738e+05
0.066900,0.048816,422.8459,1.2552e+05
0.066900,0.050376,426.6445,1.3608e+05
0.066900,0.052824,432.5848,1.5399e+05
0.066900,0.055264,438.4856,1.7347e+05
0.066900,0.057697,444.3475,1.9465e+05
0.066900,0.059955,449.7642,2.1612e+05
0.066900,0.061219,452.7895,2.2910e+05
0.066900,0.062883,456.7631,2.4684e+05
0.066900,0.065298,462.5130,2.7452e+05
0.066900,0.067708,468.2299,3.0452e+05
0.066900,0.070112,473.9138,3.3701e+05
0.066900,0.072273,479.0065,3.6847e+05
0.066900,0.073521,481.9411,3.8768e+05
0.066900,0.075239,485.9718,4.1568e+05
0.066900,0.077629,491.5625,4.5709e+05
0.066900,0.080014,497.1255,5.0167e+05
0.066900,0.082395,502.6607,5.4954e+05
0.066900,0.084517,507.5797,5.9571e+05
0.066900,0.085749,510.4283,6.2407e+05
0.066900,0.087475,514.4122,6.6507e+05
0.066900,0.089844,519.8643,7.2573e+05
0.066900,0.092210,525.2963,7.8973e+05
0.066900,0.094572,530.7007,8.5922e+05
0.066900,0.096696,535.5470,9.2565e+05
0.066900,0.097927,538.3497,9.6620e+05
0.066900,0.099615,542.1863,1.0240e+06
0.066900,0.101968,547.5206,1.1090e+06
0.066900,0.104318,552.8320,1.2000e+06
0.066900,0.106666,558.1233,1.2962e+06
0.066900,0.108816,562.9563,1.3900e+06
0.066900,0.110071,565.7716,1.4471e+06
0.066900,0.111679,569.3731,1.5231e+06
0.066900,0.114019,574.6009,1.6389e+06
0.066900,0.116357,579.8088,1.7618e+06
0.066900,0.118692,584.9986,1.8911e+06
0.066900,0.120883,589.8531,2.0187e+06
0.066900,0.122194,592.7519,2.0987e+06
0.066900,0.123682,596.0397,2.1919e+06
0.066900,0.126012,601.1731,2.3440e+06
0.066900,0.128340,606.2899,2.5034e+06
0.066900,0.130667,611.3900,2.6704e+06
0.066900,0.132902,616.2781,2.8388e+06
0.066900,0.134306,619.3408,2.9483e+06
0.066900,0.135638,622.2452,3.0550e+06
0.066900,0.137960,627.2942,3.2477e+06
0.066900,0.140281,632.3281,3.4485e+06
0.066900,0.142600,637.3471,3.6576e+06
0.066900,0.144880,642.2679,3.8714e+06
0.066900,0.146415,645.5742,4.0204e+06
0.066900,0.147559,648.0339,4.1342e+06
0.066900,0.149875,653.0071,4.3702e+06
0.066900,0.152191,657.9666,4.6148e+06
0.066900,0.154505,662.9127,4.8681e+06
0.066900,0.156819,667.8455,5.1301e+06
0.066900,0.158519,671.4629,5.3282e+06
0.066900,0.159468,673.4790,5.4409e+06
0.066900,0.161767,678.3563,5.7203e+06
0.066900,0.164079,683.2496,6.0102e+06
0.066900,0.166391,688.1309,6.3091e+06
0.066900,0.168703,693.0003,6.6169e+06
0.066900,0.170529,696.8404,6.8668e+06
0.066900,0.171493,698.8641,6.9999e+06
0.066900,0.173647,703.3799,7.3055e+06
0.066900,0.175958,708.2138,7.6418e+06
0.066900,0.178268,713.0370,7.9872e+06
0.066900,0.180579,717.8496,8.3417e+06
0.066900,0.182521,721.8849,8.6467e+06
0.066900,0.183530,723.9807,8.8069e+06
0.066900,0.185524,728.1121,9.1308e+06
0.066900,0.187835,732.8933,9.5143e+06
0.066900,0.190147,737.6650,9.9070e+06
0.066900,0.192459,742.4276,1.0309e+07
0.066900,0.194501,746.6259,1.0672e+07
0.066900,0.195585,748.8495,1.0868e+07
0.066900,0.197408,752.5867,1.1201e+07
0.066900,0.199722,757.3219,1.1633e+07
0.066900,0.202037,762.0488,1.2075e+07
0.066900,0.204352,766.7678,1.2526e+07
0.066900,0.206479,771.0927,1.2951e+07
0.066900,0.207660,773.4896,1.3190e+07
0.066900,0.209310,776.8357,1.3528e+07
0.066900,0.211628,781.5294,1.4013e+07
0.066900,0.213948,786.2161,1.4508e+07
0.066900,0.216269,790.8960,1.5014e+07
0.066900,0.218465,795.3159,1.5502e+07
0.066900,0.219757,797.9132,1.5795e+07
0.066900,0.221239,800.8865,1.6134e+07
0.066900,0.223564,805.5466,1.6675e+07
0.066900,0.225890,810.1989,1.7229e+07
0.066900,0.228219,814.8451,1.7796e+07
0.066900,0.230468,819.3261,1.8355e+07
0.066900,0.231878,822.1325,1.8709e+07
0.066900,0.233205,824.7675,1.9051e+07
0.066900,0.235539,829.3972,1.9658e+07
0.066900,0.237874,834.0221,2.0277e+07
0.066900,0.240211,838.6399,2.0914e+07
0.066900,0.242501,843.1552,2.1551e+07
0.066900,0.244022,846.1516,2.1980e+07
0.066900,0.245218,848.5047,2.2325e+07
0.066900,0.247562,853.1089,2.3008e+07
0.066900,0.249908,857.7093,2.3706e+07
0.066900,0.252256,862.3037,2.4423e+07
0.066900,0.254575,866.8331,2.5149e+07
0.066900,0.256186,869.9766,2.5660e+07
0.066900,0.257287,872.1204,2.6017e+07
0.066900,0.259643,876.7035,2.6789e+07
0.066900,0.262001,881.2837,2.7579e+07
0.066900,0.264361,885.8577,2.8394e+07
0.066900,0.266703,890.3891,2.9221e+07
0.066900,0.268369,893.6090,2.9816e+07
0.066900,0.269420,895.6348,3.0203e+07
0.066900,0.271788,900.2008,3.1080e+07
0.066900,0.274160,904.7626,3.1982e+07
0.066900,0.276534,909.3205,3.2911e+07
0.066900,0.278898,913.8518,3.3855e+07
0.066900,0.280566,917.0458,3.4534e+07
0.066900,0.281623,919.0656,3.4972e+07
0.066900,0.284006,923.6164,3.5975e+07
0.066900,0.286392,928.1631,3.7010e+07
0.066900,0.288781,932.7097,3.8065e+07
0.066900,0.291171,937.2486,3.9152e+07
0.066900,0.292773,940.2862,3.9896e+07
0.066900,0.293903,942.4267,4.0429e+07
0.066900,0.296302,946.9650,4.1582e+07
0.066900,0.298704,951.5009,4.2766e+07
0.066900,0.301109,956.0350,4.3982e+07
0.066900,0.303517,960.5663,4.5234e+07
0.066900,0.304983,963.3218,4.6011e+07
0.066900,0.306265,965.7285,4.6699e+07
0.066900,0.308681,970.2561,4.8026e+07
0.066900,0.311099,974.7824,4.9387e+07
0.066900,0.313521,979.3063,5.0788e+07
0.066900,0.315946,983.8285,5.2227e+07
0.066900,0.317191,986.1466,5.2981e+07
0.066900,0.318714,988.9799,5.3915e+07
0.066900,0.321146,993.4989,5.5442e+07
0.066900,0.323582,998.0167,5.7008e+07
0.066900,0.326022,1002.5320,5.8623e+07
0.066900,0.328464,1007.0462,6.0279e+07
0.066900,0.329389,1008.7524,6.0917e+07
0.066900,0.331252,1012.1882,6.2223e+07
0.066900,0.333703,1016.6995,6.3980e+07
0.066900,0.336156,1021.2097,6.5784e+07
0.066900,0.338614,1025.7175,6.7642e+07
0.066900,0.341074,1030.2243,6.9548e+07
0.066900,0.341569,1031.1303,6.9935e+07
0.066900,0.343883,1035.3581,7.1785e+07
0.066900,0.346351,1039.8621,7.3806e+07
0.066900,0.348823,1044.3652,7.5879e+07
0.066900,0.351299,1048.8661,7.8014e+07
0.066900,0.353424,1052.7234,7.9889e+07
0.066900,0.354124,1053.9930,8.0514e+07
0.066900,0.356608,1058.4919,8.2772e+07
0.066900,0.359095,1062.9889,8.5094e+07
0.066900,0.361585,1067.4849,8.7475e+07
0.066900,0.364080,1071.9796,8.9918e+07
0.066900,0.365678,1074.8545,9.1517e+07
0.066900,0.366928,1077.1020,9.2789e+07
0.066900,0.369428,1081.5904,9.5372e+07
0.066900,0.371934,1086.0808,9.8027e+07
0.066900,0.374444,1090.5696,1.0075e+08
0.066900,0.376957,1095.0574,1.0355e+08
0.066900,0.377986,1096.8931,1.0471e+08
0.066900,0.379834,1100.1859,1.0683e+08
0.066900,0.382346,1104.6532,1.0978e+08
0.066900,0.384871,1109.1370,1.1280e+08
0.066900,0.387399,1113.6191,1.1591e+08
0.066900,0.389610,1117.5311,1.1869e+08
0.066900,0.390650,1119.3692,1.2001e+08
0.066900,0.392820,1123.2024,1.2282e+08
0.066900,0.395360,1127.6799,1.2618e+08
0.066900,0.397904,1132.1557,1.2962e+08
0.066900,0.400452,1136.6302,1.3315e+08
0.066900,0.402139,1139.5891,1.3553e+08
0.066900,0.403540,1142.0445,1.3753e+08
0.066900,0.405914,1146.1970,1.4098e+08
0.066900,0.408473,1150.6665,1.4479e+08
0.066900,0.411035,1155.1349,1.4868e+08
0.066900,0.413484,1159.3969,1.5248e+08
0.066900,0.414799,1161.6824,1.5455e+08
0.066900,0.416530,1164.6875,1.5732e+08
0.066900,0.419104,1169.1501,1.6150e+08
0.066900,0.421682,1173.6109,1.6579e+08
0.066900,0.424263,1178.0698,1.7017e+08
0.066900,0.426321,1181.6185,1.7374e+08
0.066900,0.427586,1183.7980,1.7595e+08
0.066900,0.429799,1187.6040,1.7988e+08
0.066900,0.432391,1192.0566,1.8459e+08
0.066900,0.434988,1196.5075,1.8939e+08
0.066900,0.437516,1200.8339,1.9416e+08
0.066900,0.439161,1203.6437,1.9732e+08
0.066900,0.440556,1206.0248,2.0002e+08
0.066900,0.443164,1210.4694,2.0517e+08
0.066900,0.445775,1214.9121,2.1041e+08
0.066900,0.448390,1219.3528,2.1577e+08
0.066900,0.450747,1223.3490,2.2069e+08
0.066900,0.451756,1225.0562,2.2283e+08
0.066900,0.453997,1228.8462,2.2762e+08
0.066900,0.456623,1233.2796,2.3333e+08
0.066900,0.459252,1237.7087,2.3915e+08
0.066900,0.461880,1242.1294,2.4509e+08
0.066900,0.463516,1244.8766,2.4884e+08
0.066900,0.464873,1247.1511,2.5198e+08
0.066900,0.467495,1251.5437,2.5813e+08
0.066900,0.470113,1255.9211,2.6438e+08
0.066900,0.472726,1260.2819,2.7073e+08
0.066900,0.475334,1264.6253,2.7718e+08
0.066900,0.475816,1265.4273,2.7839e+08
0.066900,0.478297,1269.5508,2.8464e+08
0.066900,0.480891,1273.8532,2.9129e+08
0.066900,0.483477,1278.1357,2.9802e+08
0.066900,0.486056,1282.3978,3.0485e+08
0.066900,0.487696,1285.1044,3.0924e+08
0.066900,0.488986,1287.2303,3.1274e+08
0.066900,0.491549,1291.4498,3.1975e+08
0.066900,0.494105,1295.6504,3.2685e+08
0.066900,0.496655,1299.8320,3.3404e+08
0.066900,0.499198,1303.9944,3.4132e+08
0.066900,0.499978,1305.2693,3.4358e+08
0.066900,0.502087,1308.7141,3.4973e+08
0.066900,0.504615,1312.8356,3.5719e+08
0.066900,0.507136,1316.9390,3.6473e+08
0.066900,0.509651,1321.0242,3.7236e+08
0.066900,0.511723,1324.3844,3.7873e+08
0.066900,0.512734,1326.0230,3.8185e+08
0.066900,0.515009,1329.7045,3.8896e+08
0.066900,0.517503,1333.7325,3.9685e+08
0.066900,0.519991,1337.7430,4.0482e+08
0.066900,0.522473,1341.7363,4.1287e+08
0.066900,0.524103,1344.3557,4.1821e+08
0.066900,0.525443,1346.5062,4.2263e+08
0.066900,0.527761,1350.2229,4.3035e+08
0.066900,0.530223,1354.1621,4.3864e+08
0.066900,0.532679,1358.0846,4.4701e+08
0.066900,0.535129,1361.9905,4.5545e+08
0.066900,0.536459,1364.1073,4.6008e+08
0.066900,0.537984,1366.5325,4.6541e+08
0.066900,0.540352,1370.2919,4.7376e+08
0.066900,0.542783,1374.1459,4.8243e+08
0.066900,0.545209,1377.9838,4.9117e+08
0.066900,0.547627,1381.8026,4.9997e+08
0.066900,0.548783,1383.6274,5.0420e+08
0.066900,0.550379,1386.1419,5.1009e+08
0.066900,0.552788,1389.9309,5.1904e+08
0.066900,0.555190,1393.7039,5.2806e+08
